Dist,schoolName,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,percCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,percHH_Has_Toilet,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplIncome,prcplEdu,prcplScheme,prcplSchemeName,prcplEduYear,prcplSchemeOther,prcplSchemeOtherName,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,percPassHSC,distPerfEdu,MEnroll1,MEnroll2,MEnroll3,FEnroll1,FEnroll2,FEnroll3,totEnroll1,totEnroll2,totEnroll3,POTOC,numMTeach,numFTeach,teachStudRat,MtoFTeachRat,numBlank ,tobaccoFree
Gondia,Z.P.Hindi School Kunbitola ,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Marathi,Pucca,5.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,44.0,3.0,2.0,SSC,2.0,,250000.0,MA,2.0,,12.0,2.0,,1.0,0.0,2.0,2.0,1.0,2.0,,2.0,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,23,0.0
Gondia,Z.P.Hindi School Dhamngaon,0,1,0,0,0,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Marathi,Pucca,5.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,44.0,3.0,2.0,SSC,2.0,,250000.0,MA,2.0,,12.0,2.0,,1.0,0.0,2.0,2.0,1.0,2.0,,2.0,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,23,0.0
Gondia,Z.P.High School Dongargaon ,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Semi English,Pucca,5.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,2.0,49.0,3.0,2.0,SSC,1.0,Teacher,1.0,BA,1.0,,49.0,1.0,Sarv Shiksha Abhiyan,10.0,2.0,3.0,1.0,2.0,2.0,,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,secondary,,,,,,,,,,,,,,,,,20,0.0
Gondia,Z.P. High School Dvva,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Marathi,Pucca,7.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,48.0,3.0,4.0,none,2.0,House Wife,1.0,BA,1.0,,25.0,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,20,0.0
Gondia,Z.P.P.School Khadipar,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Semi English,Pucca,5.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,42.0,3.0,2.0,Primary,2.0,,35000.0,SSC DED,1.0,,22.0,1.0,Sarv Shiksha Abhiyan,5.0,2.0,3.0,2.0,2.0,2.0,,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,21,0.0
Gondia,Z.P.High School Parsodi ,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Marathi,Semi pucca,6.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,2.0,48.0,1.0,,none,,,1.0,DED,1.0,,22.0,1.0,Poshan Ahar,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,23,0.0
Gondia,Z.P.P.School Pimprtola ,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,,Semi English,Pucca,5.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,passive,passive,passive,1.0,45.0,3.0,1.0,MA,1.0,Teacher,450000.0,MA,1.0,,25.0,1.0,All Govt Scheme,3.0,22.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,20,0.0
Gondia,Z.P.High School Kavlewada,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Marathi,Pucca,7.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,48.0,3.0,4.0,none,2.0,House Wife,1.0,BA,1.0,,25.0,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,20,0.0
Gondia,Z.P.High School Gulabtola ,0,0,0,0,1,0,0,0,0,0,0,1,9.1,1323.0,20.0,19.5,12.3,18.0,13.3,18.4,5.5,16.2,10200.0,9326.0,5810.0,5266.0,68665.0,484.0,53.4,1057.1,39.6,91878.0,75561.0,101855.0,1189.0,7612.0,278095.0,484.0,34.6,34.7,1057.1,20.7,36.6,5530.0,2.5,2.6,8.2,7.3,0.6,0.7,Medium,Medium,34.0,218.0,425.0,4967.0,30311.0,107468.0,1155.9,999.0,74.8,23.5,4.3,94.3,44.3,53.6,43.3,9.2,62.8,956.0,4.5,3.4,92.0,77.9,85.0,87.2,79.0,97.8,97.6,744.0,3.3,2.5,309.0,50.0,204.0,55.0,17.5,,257122.0,89.7,Marathi,Pucca,7.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,55.0,3.0,2.0,Primary,2.0,,50000.0,SSC DED,1.0,,33.0,1.0,Poshan Ahar,5.0,3.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,21,0.0
Akola,Z. P. School Khidaki (Bu.),0,1,0,0,0,0,0,0,0,0,0,1,9.1,1814.0,20.0,19.7,23.2,15.4,20.1,7.8,2.0,5.5,17025.0,15540.0,10097.0,9189.0,79829.0,548.4,52.7,789.1,42.8,159453.0,44474.0,124757.0,1555.0,13993.0,344232.0,548.4,22.6,37.0,789.1,55.1,42.4,3330.0,5.0,1.1,13.5,2.4,0.6,0.7,High,High,30.0,210.0,591.0,6577.0,39022.0,195110.0,717.6,946.0,40.3,49.7,1.4,91.6,31.0,74.3,24.8,4.1,78.4,912.0,4.6,3.4,92.3,83.5,88.0,83.2,79.2,97.1,96.6,783.0,435.0,1.8,416.0,18.0,280.0,118.0,58.7,,464651.0,85.7,Marathi,Pucca,9.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,2.0,52.0,3.0,2.0,none,2.0,House Wife,1.0,BA,1.0,,34.0,2.0,,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,"Primary, secondary",,,,,,,,,,,,,,,,,20,0.0
Yavatmal,Z.P.UP.school Shindkhead Block.Ner Dis.Yawatmal,0,1,0,0,0,0,0,0,0,0,0,1,9.1,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,Medium,Medium,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,,540673.0,84.9,Marathi,Pucca,7.0,2.0,2.0,2.0,1.0,1.0,1.0,District Level,none,active,proactive,active,1.0,56.0,3.0,3.0,Secondary,2.0,House Wife,45000.0,BA,1.0,,,2.0,,4.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,"Primary, secondary",,,,,,,,,,,,,,,,,21,0.0
Sindhudurg,Khajanadevi vidhaya mandir.Pal ,1,1,0,0,0,0,0,0,0,0,0,2,18.2,850.0,17.6,16.5,6.6,6.4,6.5,0.8,0.9,0.8,11019.0,10142.0,5940.0,5442.0,103742.0,565.5,58.1,823.5,51.5,48018.0,23448.0,137514.0,492.0,21635.0,231107.0,565.5,10.7,36.3,823.5,48.8,38.8,5606.0,1.8,2.0,6.3,5.4,0.7,0.8,Very High,Very High,30.0,250.0,540.0,3244.0,21169.0,80441.0,1030.0,1036.0,66.7,37.1,3.2,99.5,47.2,92.7,6.8,1.3,94.0,922.0,4.0,3.6,91.6,79.8,85.6,80.7,81.9,97.0,96.4,705.0,223.0,3.2,217.0,1.0,190.0,26.0,30.7,75.9,226910.0,96.9,Marathi,Pucca,3.0,2.0,2.0,2.0,1.0,1.0,1.0,Cluster Level,none,passive,proactive,active,1.0,49.0,3.0,2.0,HSC,2.0,House Wife,,MA,2.0,,2.0,2.0,,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Literate,,,,,,,,,,,,,,,,,20,0.0
Nandurbar,Z.P.Kendriy School Somaval(bu),1,1,0,0,0,0,0,0,0,0,0,2,18.2,1648.0,23.0,19.9,2.2,6.3,2.9,79.7,17.3,69.3,9235.0,8448.0,5081.0,4601.0,56521.0,470.9,57.2,793.9,45.2,104352.0,105924.0,107079.0,1251.0,8272.0,326878.0,470.9,44.0,34.8,793.9,58.3,36.1,5794.0,8.0,3.1,16.3,4.6,0.5,0.6,Low,Low,30.0,257.0,76.0,4874.0,24369.0,88336.0,1513.0,978.0,40.9,22.1,4.3,60.6,24.3,25.4,73.0,8.6,34.0,944.0,4.9,4.4,72.2,56.5,64.4,76.9,55.0,84.9,77.3,599.0,387.0,1.5,374.0,62.0,216.0,96.0,56.8,,266790.0,91.5,Marathi,Pucca,8.0,1.0,2.0,2.0,1.0,1.0,2.0,Block Level,none,active,passive,passive,2.0,42.0,3.0,1.0,BED,1.0,Businesss,1.0,BA,1.0,,19.0,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,primary,,,,,,,,,,,,,,,,,21,0.0
Nandurbar,Z.P.P.School Mohide ,1,0,0,0,0,0,0,0,0,1,0,2,18.2,1648.0,23.0,19.9,2.2,6.3,2.9,79.7,17.3,69.3,9235.0,8448.0,5081.0,4601.0,56521.0,470.9,57.2,793.9,45.2,104352.0,105924.0,107079.0,1251.0,8272.0,326878.0,470.9,44.0,34.8,793.9,58.3,36.1,5794.0,8.0,3.1,16.3,4.6,0.5,0.6,Low,Low,30.0,257.0,76.0,4874.0,24369.0,88336.0,1513.0,978.0,40.9,22.1,4.3,60.6,24.3,25.4,73.0,8.6,34.0,944.0,4.9,4.4,72.2,56.5,64.4,76.9,55.0,84.9,77.3,599.0,387.0,1.5,374.0,62.0,216.0,96.0,56.8,,266790.0,91.5,Marathi,Pucca,17.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,2.0,56.0,3.0,1.0,BED,2.0,,1.0,HSC,1.0,,30.0,1.0,,4.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,primary,,,,,,,,,,,,,,,,,22,0.0
Nandurbar,Z.P.P.School Taklipada,1,0,0,0,1,0,0,0,0,0,0,2,18.2,1648.0,23.0,19.9,2.2,6.3,2.9,79.7,17.3,69.3,9235.0,8448.0,5081.0,4601.0,56521.0,470.9,57.2,793.9,45.2,104352.0,105924.0,107079.0,1251.0,8272.0,326878.0,470.9,44.0,34.8,793.9,58.3,36.1,5794.0,8.0,3.1,16.3,4.6,0.5,0.6,Low,Low,30.0,257.0,76.0,4874.0,24369.0,88336.0,1513.0,978.0,40.9,22.1,4.3,60.6,24.3,25.4,73.0,8.6,34.0,944.0,4.9,4.4,72.2,56.5,64.4,76.9,55.0,84.9,77.3,599.0,387.0,1.5,374.0,62.0,216.0,96.0,56.8,,266790.0,91.5,Marathi,Pucca,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Block Level,none,active,passive,passive,1.0,40.0,3.0,1.0,BED,1.0,Teacher,1.0,SSC DED,1.0,,20.0,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,21,0.0
Nanded,Z.P.P.School Lakhmapur Ta. Mahoor ,1,0,0,0,1,0,0,0,0,0,0,2,18.2,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,8.0,1.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,43.0,3.0,1.0,Primary,2.0,House Wife,1.0,BA,1.0,,13.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,21,0.0
Nanded,Z.P.P.School Bhisi Thanda Ta kinwat,0,0,0,0,1,0,0,1,0,0,0,2,18.2,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,8.0,2.0,2.0,2.0,1.0,2.0,2.0,Block Level,none,active,passive,passive,1.0,52.0,3.0,1.0,BED,2.0,,50000.0,BA,1.0,,29.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,secondary,,,,,,,,,,,,,,,,,22,0.0
Nanded,Z.P.P.School Somari Ta. Bhokar,0,1,1,0,0,0,0,0,0,0,0,2,18.2,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,8.0,1.0,2.0,2.0,1.0,1.0,2.0,Block Level,none,active,passive,passive,1.0,58.0,3.0,1.0,none,,,1.0,BA,,,31.0,2.0,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,secondary,,,,,,,,,,,,,,,,,24,0.0
Nanded,Z.P.P.School Dhongargao Devi Ta Hadgaon,1,0,0,0,1,0,0,0,0,0,0,2,18.2,3361.0,21.8,20.4,19.3,18.3,19.1,9.9,4.4,8.4,24551.0,22565.0,13140.0,11988.0,67654.0,502.1,53.3,571.6,50.2,142490.0,78173.0,400265.0,2025.0,9002.0,631955.0,502.1,35.2,31.5,571.6,75.4,36.0,10574.0,6.8,1.7,16.9,3.0,0.6,0.7,Low,Low,31.0,174.0,335.0,6956.0,40975.0,163898.0,1585.9,943.0,35.0,47.9,0.2,97.9,26.2,55.9,43.4,5.5,61.4,910.0,5.0,4.0,84.3,66.2,75.5,73.2,70.6,94.1,91.4,1798.0,634.0,2.8,664.0,85.0,467.0,112.0,47.0,,681889.0,81.1,Marathi,Pucca,9.0,1.0,2.0,2.0,1.0,1.0,1.0,District Level,none,active,passive,passive,1.0,50.0,3.0,1.0,Primary,2.0,,1.0,SSC DED,1.0,,28.0,2.0,,4.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,primary,,,,,,,,,,,,,,,,,23,0.0
